,title,heading,Description,token
996,FRITOS,Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz,"The predicted units for FRITOS is 5.51815303510647 and actual unit is 0, The net gap is 5.51815303510647The average unit revenue for FRITOS is 3.66The flavour code for FRITOS is 376 with size XLThe flavour description is SPICY JALAPENO and item description is Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz for FRITOS",97
997,LAYS,Lay's Potato Chips Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 95.6706524843839 and actual unit is 180, The net gap is 0The average unit revenue for LAYS is 2.4The flavour code for LAYS is 82 with size XLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 7 3/4 Oz for LAYS",90
998,LAYS,Lay's Potato Chips Chile Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 10.865009647943 and actual unit is 47.5, The net gap is 0The average unit revenue for LAYS is 2.38The flavour code for LAYS is 797 with size XLThe flavour description is CHLMON/CHILI LIM and item description is Lay's Potato Chips Chile Limon Flavored 7 3/4 Oz for LAYS",88
999,FUNYUNS,Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz,"The predicted units for FUNYUNS is 6.55315357365287 and actual unit is 6, The net gap is 0.553153573652875The average unit revenue for FUNYUNS is 3.7The flavour code for FUNYUNS is 548 with size XLThe flavour description is FLAMING HOT/FIERY and item description is Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz for FUNYUNS",96
1000,LAYS,Lay's Potato Chips Dill Pickle Flavored 12 1/2 Oz,"The predicted units for LAYS is 5.43856892039629 and actual unit is 16, The net gap is 0The average unit revenue for LAYS is 3.67The flavour code for LAYS is 631 with size PARTY SIZEThe flavour description is DILL PICKLE and item description is Lay's Potato Chips Dill Pickle Flavored 12 1/2 Oz for LAYS",86
1001,FRITOS,Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz,"The predicted units for FRITOS is 10.5635013194097 and actual unit is 25, The net gap is 0The average unit revenue for FRITOS is 2.97The flavour code for FRITOS is 182 with size XLThe flavour description is TUR FLAM/RFT BIT SIZ TURB and item description is Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz for FRITOS",90
1002,SINGLE SERVE FLEX,Lay's Potato Chips Classic 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 8.77566478660572 and actual unit is 30, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.57The flavour code for SINGLE SERVE FLEX is 11 with size XXVLThe flavour description is REG and item description is Lay's Potato Chips Classic 2 5/8 Oz for SINGLE SERVE FLEX",95
1003,SINGLE SERVE FLEX,Lay's Potato Chips Limon Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 6.67738977082704 and actual unit is 20, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.55The flavour code for SINGLE SERVE FLEX is 82 with size XXVLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 2 5/8 Oz for SINGLE SERVE FLEX",111
1004,DORITOS,Doritos 3D Crunch Flavored Corn Snacks Spicy Ranch Flavored 6 Oz,"The predicted units for DORITOS is 5.04288946989799 and actual unit is 0, The net gap is 5.04288946989799The average unit revenue for DORITOS is 2.9The flavour code for DORITOS is 275 with size XXLThe flavour description is SPICY JAL RANCH and item description is Doritos 3D Crunch Flavored Corn Snacks Spicy Ranch Flavored 6 Oz for DORITOS",101
1005,DORITOS,Doritos 3D Crunch Flavored Corn Snacks Spicy Ranch Flavored 6 Oz,"The predicted units for DORITOS is 5.26240202069838 and actual unit is 0, The net gap is 5.26240202069838The average unit revenue for DORITOS is 2.81The flavour code for DORITOS is 275 with size XXLThe flavour description is SPICY JAL RANCH and item description is Doritos 3D Crunch Flavored Corn Snacks Spicy Ranch Flavored 6 Oz for DORITOS",99
1006,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 112.902005321508 and actual unit is 104, The net gap is 8.90200532150814The average unit revenue for CRUNCHY CHEETOS is 2.95The flavour code for CRUNCHY CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz for CRUNCHY CHEETOS",115
1007,TOSTITOS,Tostitos Scoops Tortilla Chips Original 10 Oz,"The predicted units for TOSTITOS is 38.976915685372 and actual unit is 38.5, The net gap is 0.476915685372063The average unit revenue for TOSTITOS is 2.91The flavour code for TOSTITOS is 97 with size XXLThe flavour description is SCOOPS and item description is Tostitos Scoops Tortilla Chips Original 10 Oz for TOSTITOS",92
1008,SIMPLY,Lay's Simply Thick Cut Potato Chips Sea Salted 8 1/2 Oz,"The predicted units for SIMPLY is 5.28093257946874 and actual unit is 9, The net gap is 0The average unit revenue for SIMPLY is 3.31The flavour code for SIMPLY is 559 with size XLThe flavour description is THKCUT and item description is Lay's Simply Thick Cut Potato Chips Sea Salted 8 1/2 Oz for SIMPLY",82
1009,LAYS,Lay's Potato Chips Dill Pickle 7 3/4 Oz,"The predicted units for LAYS is 7.4306702853085 and actual unit is 18, The net gap is 0The average unit revenue for LAYS is 2.46The flavour code for LAYS is 631 with size XLThe flavour description is DILL PICKLE and item description is Lay's Potato Chips Dill Pickle 7 3/4 Oz for LAYS",81
1010,LAYS,Lay's Potato Chips Limon Flavored 12 1/2 Oz,"The predicted units for LAYS is 10.4880258679895 and actual unit is 64, The net gap is 0The average unit revenue for LAYS is 3.71The flavour code for LAYS is 82 with size PARTY SIZEThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 12 1/2 Oz for LAYS",93
1011,LAYS,Lay's Potato Chips Limon Flavored 12 1/2 Oz,"The predicted units for LAYS is 5.44257864172553 and actual unit is 0, The net gap is 5.44257864172553The average unit revenue for LAYS is 4.04The flavour code for LAYS is 82 with size PARTY SIZEThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 12 1/2 Oz for LAYS",102
1012,LAYS,Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz,"The predicted units for LAYS is 6.94213719713071 and actual unit is 8, The net gap is 0The average unit revenue for LAYS is 3.71The flavour code for LAYS is 39 with size PARTY SIZEThe flavour description is SLT VINEGAR/JAL CHD/JAL C and item description is Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz for LAYS",96
1013,FRITOS,Fritos Scoops Corn Chips 15.5 Oz,"The predicted units for FRITOS is 19.0660976637057 and actual unit is 40.5, The net gap is 0The average unit revenue for FRITOS is 3.93The flavour code for FRITOS is 97 with size PARTY SIZEThe flavour description is SCOOPS and item description is Fritos Scoops Corn Chips 15.5 Oz for FRITOS",82
1014,SIMPLY,Cheetos Simply Crunchy Cheese Flavored Snacks White Cheddar 8 1/2 Oz,"The predicted units for SIMPLY is 5.38061150111246 and actual unit is 8.5, The net gap is 0The average unit revenue for SIMPLY is 3.34The flavour code for SIMPLY is 477 with size XLThe flavour description is WHITE CHEDDAR and item description is Cheetos Simply Crunchy Cheese Flavored Snacks White Cheddar 8 1/2 Oz for SIMPLY",90
1015,LAYS,Lay's Potato Chips Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 58.3659156705204 and actual unit is 72, The net gap is 0The average unit revenue for LAYS is 2.39The flavour code for LAYS is 82 with size XLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 7 3/4 Oz for LAYS",89
1016,LAYS,Lay's Potato Chips Dill Pickle 7 3/4 Oz,"The predicted units for LAYS is 7.23017185928628 and actual unit is 24, The net gap is 0The average unit revenue for LAYS is 2.46The flavour code for LAYS is 631 with size XLThe flavour description is DILL PICKLE and item description is Lay's Potato Chips Dill Pickle 7 3/4 Oz for LAYS",81
1017,CHEETOS POPCORN,Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz,"The predicted units for CHEETOS POPCORN is 5.35833722387948 and actual unit is 6, The net gap is 0The average unit revenue for CHEETOS POPCORN is 3.62The flavour code for CHEETOS POPCORN is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz for CHEETOS POPCORN",108
1018,LAYS,Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz,"The predicted units for LAYS is 5.35692645628815 and actual unit is 0, The net gap is 5.35692645628815The average unit revenue for LAYS is 3.9The flavour code for LAYS is 39 with size PARTY SIZEThe flavour description is SLT VINEGAR/JAL CHD/JAL C and item description is Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz for LAYS",103
1019,KETTLE,Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz,"The predicted units for KETTLE is 22.8510188154038 and actual unit is 35, The net gap is 0The average unit revenue for KETTLE is 2.45The flavour code for KETTLE is 5 with size XLThe flavour description is JAL KTL and item description is Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz for KETTLE",87
1020,DORITOS,Doritos 3D Crunch Corn Snacks Chili Cheese Nacho Flavored 6 Oz,"The predicted units for DORITOS is 5.21470228738461 and actual unit is 0, The net gap is 5.21470228738461The average unit revenue for DORITOS is 2.88The flavour code for DORITOS is 508 with size XXLThe flavour description is CHILLI CHEESE NACHO and item description is Doritos 3D Crunch Corn Snacks Chili Cheese Nacho Flavored 6 Oz for DORITOS",102
1021,FRITOS,Fritos Flavored Corn Chips Chili Cheese 9.25 Oz,"The predicted units for FRITOS is 60.9076119548307 and actual unit is 60, The net gap is 0.907611954830713The average unit revenue for FRITOS is 3.09The flavour code for FRITOS is 7 with size XLThe flavour description is CHILI CHEESE and item description is Fritos Flavored Corn Chips Chili Cheese 9.25 Oz for FRITOS",90
1022,FRITOS,Fritos Corn Chips The Original 9.25 Oz,"The predicted units for FRITOS is 91.4886681191382 and actual unit is 165, The net gap is 0The average unit revenue for FRITOS is 3.03The flavour code for FRITOS is 11 with size XLThe flavour description is REG and item description is Fritos Corn Chips The Original 9.25 Oz for FRITOS",75
1023,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 43.2749434042209 and actual unit is 204.5, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.64The flavour code for CRUNCHY CHEETOS is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is Cheetos Crunchy Cheese Flavored Snacks 8 1/2 Oz for CRUNCHY CHEETOS",103
1024,POPCORNERS,PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz,"The predicted units for POPCORNERS is 8.8218033312318 and actual unit is 3.5, The net gap is 5.32180333123179The average unit revenue for POPCORNERS is 2.58The flavour code for POPCORNERS is 186 with size XLThe flavour description is KETTLE CRN and item description is PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz for POPCORNERS",105
1025,BARE,Bare Baked Crunchy Coconut Chips 3.3 Oz,"The predicted units for BARE is 5.40147708211944 and actual unit is 0, The net gap is 5.40147708211944The average unit revenue for BARE is 3.16The flavour code for BARE is 145 with size PREMIUM MULTI SERVEThe flavour description is TOASTED COCONUT and item description is Bare Baked Crunchy Coconut Chips 3.3 Oz for BARE",91
1026,RUFFLES,Ruffles Potato Chips Queso Cheese Flavored 6 1/2 Oz,"The predicted units for RUFFLES is 17.7818989025422 and actual unit is 76, The net gap is 0The average unit revenue for RUFFLES is 2.25The flavour code for RUFFLES is 602 with size HISPANIC XLThe flavour description is QUESO and item description is Ruffles Potato Chips Queso Cheese Flavored 6 1/2 Oz for RUFFLES",90
1027,TOSTITOS,Tostitos Tortilla Chips Multigrain Scoops 10 Oz,"The predicted units for TOSTITOS is 5.28632451124433 and actual unit is 7, The net gap is 0The average unit revenue for TOSTITOS is 4.07The flavour code for TOSTITOS is 767 with size XXLThe flavour description is MULTGRAIN SCPS and item description is Tostitos Tortilla Chips Multigrain Scoops 10 Oz for TOSTITOS",91
1028,TOSTITOS,Tostitos Tortilla Chips Multigrain Scoops 10 Oz,"The predicted units for TOSTITOS is 5.28281089866083 and actual unit is 3.5, The net gap is 1.78281089866083The average unit revenue for TOSTITOS is 2.92The flavour code for TOSTITOS is 767 with size XXLThe flavour description is MULTGRAIN SCPS and item description is Tostitos Tortilla Chips Multigrain Scoops 10 Oz for TOSTITOS",99
1029,DIPS,Tostitos Mild Chunky Salsa 15.5 Oz,"The predicted units for DIPS is 6.37960242552175 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 2.83The flavour code for DIPS is 93 with size SALSA DIPThe flavour description is MLD SALSA and item description is Tostitos Mild Chunky Salsa 15.5 Oz for DIPS",79
1030,CHESTER'S PUFFCORN,Chester's Puffcorn Puffed Corn Snacks Butter Artificially Flavored 3.25 Oz,"The predicted units for CHESTER'S PUFFCORN is 7.13224816234862 and actual unit is 42, The net gap is 0The average unit revenue for CHESTER'S PUFFCORN is 1.69The flavour code for CHESTER'S PUFFCORN is 884 with size 2VALUE LINEThe flavour description is PUFF BTR and item description is Chester's Puffcorn Puffed Corn Snacks Butter Artificially Flavored 3.25 Oz for CHESTER'S PUFFCORN",114
1031,DIPS,Tostitos Medium Restaurant Style Salsa 15.5 Oz,"The predicted units for DIPS is 5.40480550454793 and actual unit is 36, The net gap is 0The average unit revenue for DIPS is 2.83The flavour code for DIPS is 24 with size SALSA DIPThe flavour description is HONBQ/CRAKLN/SUN SED/REST and item description is Tostitos Medium Restaurant Style Salsa 15.5 Oz for DIPS",93
1032,SINGLE SERVE FLEX,Doritos Tortilla Chips Cool Ranch 1 Oz,"The predicted units for SINGLE SERVE FLEX is 6.5611992469979 and actual unit is 0, The net gap is 6.5611992469979The average unit revenue for SINGLE SERVE FLEX is 0.37The flavour code for SINGLE SERVE FLEX is 8 with size SVL-RETAILThe flavour description is RANCH/COOL RANCH and item description is Doritos Tortilla Chips Cool Ranch 1 Oz for SINGLE SERVE FLEX",114
1033,SUNCHIPS,SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz,"The predicted units for SUNCHIPS is 9.83324573351311 and actual unit is 24, The net gap is 0The average unit revenue for SUNCHIPS is 2.86The flavour code for SUNCHIPS is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz for SUNCHIPS",84
1034,MULTIPACK,Frito Lay Flavor Mix Variety 26 1/2 Oz 28 Count Party Size,"The predicted units for MULTIPACK is 5.29724200361185 and actual unit is 6, The net gap is 0The average unit revenue for MULTIPACK is 12.18The flavour code for MULTIPACK is 509 with size VALUE VPThe flavour description is FUN MIX and item description is Frito Lay Flavor Mix Variety 26 1/2 Oz 28 Count Party Size for MULTIPACK",88
1035,FRITOS,Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz,"The predicted units for FRITOS is 5.35807704922662 and actual unit is 19.5, The net gap is 0The average unit revenue for FRITOS is 2.94The flavour code for FRITOS is 376 with size XLThe flavour description is SPICY JALAPENO and item description is Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz for FRITOS",92
1036,BAKED RUFFLES,Ruffles Baked Potato Crisps Original 6.25 Oz,"The predicted units for BAKED RUFFLES is 5.49232678760233 and actual unit is 4, The net gap is 1.49232678760233The average unit revenue for BAKED RUFFLES is 2.93The flavour code for BAKED RUFFLES is 34 with size XLThe flavour description is BK LB REG/ CHD CHS GLD TS and item description is Ruffles Baked Potato Crisps Original 6.25 Oz for BAKED RUFFLES",110
1037,LAYS,Lay's Potato Chips Sour Cream & Onion Flavored 7 3/4 Oz,"The predicted units for LAYS is 52.3465056134394 and actual unit is 84, The net gap is 0The average unit revenue for LAYS is 2.36The flavour code for LAYS is 41 with size XLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Lay's Potato Chips Sour Cream & Onion Flavored 7 3/4 Oz for LAYS",92
1038,LAYS,Lay's Potato Chips Honey Barbecue 7 3/4 Oz,"The predicted units for LAYS is 11.2561411778637 and actual unit is 24, The net gap is 0The average unit revenue for LAYS is 2.42The flavour code for LAYS is 6 with size XLThe flavour description is HNY BBQ/MIX and item description is Lay's Potato Chips Honey Barbecue 7 3/4 Oz for LAYS",81
1039,SINGLE SERVE FLEX,Cheetos Flavored Popcorn Flamin' Hot Flavored 2 Oz,"The predicted units for SINGLE SERVE FLEX is 10.4505567242464 and actual unit is 48, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.43The flavour code for SINGLE SERVE FLEX is 71 with size XXVLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Flavored Popcorn Flamin' Hot Flavored 2 Oz for SINGLE SERVE FLEX",108
